sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:43:44_533 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
104,2081596198,105.595016,0.358066,-36.500175,-0.039744,-0.082518,0.013012,1.965141,-4.097635,1.862088
105,2081612865,105.594551,0.334664,-36.581074,-0.033194,-0.067336,-0.005271,-0.080411,-4.350765,1.558155
106,2081629532,105.572113,0.317544,-36.662098,0.018467,-0.010147,-0.040356,-1.399849,-4.460682,1.196004
107,2081646199,105.557983,0.306720,-36.744560,0.038120,-0.013083,-0.022017,-0.901900,-4.645658,0.854190
108,2081662866,105.566360,0.297813,-36.827068,-0.020183,-0.009477,0.000427,0.448715,-4.680760,0.744171
109,2081679533,105.583076,0.295272,-36.912209,0.008241,0.010893,0.001584,0.948009,-4.933864,0.419209
110,2081696200,105.597565,0.297138,-37.000195,-0.019057,0.005330,0.010988,0.815207,-5.168823,0.211580
111,2081712867,105.597351,0.305927,-37.087181,-0.084156,0.002519,0.049408,-0.066055,-5.222674,-0.203595
112,2081729534,105.573837,0.318599,-37.174904,-0.047906,0.043822,0.005475,-1.463587,-5.327443,-0.417551
113,2081746201,105.554062,0.331613,-37.258877,-0.018121,0.024698,0.025997,-1.239488,-5.117252,-0.499115
114,2081762868,105.557343,0.344882,-37.338245,-0.026030,0.019172,0.016809,0.144231,-4.854054,-0.589310
115,2081779535,105.569679,0.355080,-37.415314,-0.051122,-0.010234,0.043403,0.686196,-4.671756,-0.448005
116,2081796202,105.573921,0.361774,-37.491066,-0.062487,-0.035731,0.075695,0.202590,-4.539839,-0.265655
117,2081812869,105.558998,0.365558,-37.566128,-0.070254,-0.030518,0.058517,-0.946998,-4.453807,-0.108732
118,2081829536,105.530838,0.365163,-37.641499,-0.052490,-0.005074,0.070722,-1.742151,-4.403503,0.135626
119,2081846203,105.498177,0.357628,-37.717377,-0.064740,-0.002768,0.090506,-2.011583,-4.320005,0.555175
