sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_805 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
137,2139430688,-5.719270,-1.515342,70.567039,0.286071,0.021134,0.185337,1.210475,-0.502700,-1.556483
138,2139447355,-5.666382,-1.524786,70.542648,0.318190,0.066241,0.203270,1.668559,-0.401172,-2.087704
139,2139464022,-5.605255,-1.532982,70.508369,0.303569,0.122530,0.193816,2.147413,-0.269177,-2.670341
140,2139480689,-5.537774,-1.540520,70.468170,0.240216,0.158249,0.161076,2.519170,-0.197845,-3.023401
141,2139497356,-5.465469,-1.545999,70.420433,0.166513,0.189668,0.156517,2.796375,-0.034231,-3.459622
142,2139514023,-5.390677,-1.549836,70.367943,0.130513,0.181841,0.144483,2.938065,0.087294,-3.733282
143,2139530690,-5.314115,-1.552783,70.308609,0.103152,0.195597,0.151348,3.032999,0.174749,-4.136682
144,2139547357,-5.236471,-1.554162,70.245544,0.047106,0.199957,0.141112,3.091856,0.284487,-4.353327
145,2139564024,-5.160819,-1.552747,70.178383,-0.025571,0.224995,0.137189,2.965944,0.469257,-4.582458
146,2139580691,-5.089149,-1.548592,70.107658,-0.067069,0.222152,0.131760,2.721100,0.646804,-4.778344
147,2139597358,-5.024433,-1.542433,70.036980,-0.086901,0.159918,0.120635,2.304215,0.761895,-4.769867
148,2139614025,-4.967793,-1.536312,69.966949,-0.124870,0.132039,0.108816,1.821287,0.752187,-4.732178
149,2139630692,-4.918176,-1.527013,69.897964,-0.155105,0.109583,0.131660,1.402058,0.932539,-4.652649
150,2139647359,-4.873078,-1.516103,69.831543,-0.197082,0.089795,0.133239,1.135341,1.012912,-4.491533
151,2139664026,-4.833181,-1.503230,69.768829,-0.250965,0.114452,0.162652,0.829819,1.108486,-4.259341
152,2139680693,-4.795730,-1.490845,69.711319,-0.255797,0.078243,0.185888,0.691895,1.050998,-3.952436
153,2139697360,-4.758736,-1.478441,69.653641,-0.267013,-0.007301,0.196713,0.664323,1.050473,-3.959403
154,2139714027,-4.716494,-1.467668,69.600410,-0.292316,-0.033117,0.191930,0.986416,0.928825,-3.704442
155,2139730694,-4.667664,-1.456107,69.548431,-0.325346,-0.036735,0.191312,1.384066,0.967603,-3.626567
156,2139747361,-4.609503,-1.445207,69.500755,-0.351460,-0.075508,0.175842,1.950516,0.904032,-3.373513
157,2139764028,-4.541994,-1.435358,69.458725,-0.367810,-0.055591,0.188792,2.519989,0.811045,-3.045696
158,2139780695,-4.467039,-1.428239,69.423820,-0.384950,-0.026156,0.194320,2.977483,0.611010,-2.628465
159,2139797362,-4.385963,-1.422944,69.395889,-0.458711,-0.058788,0.214892,3.354566,0.466836,-2.222594
160,2139814029,-4.301692,-1.420403,69.381111,-0.552498,-0.132230,0.211561,3.565397,0.240087,-1.449333
161,2139830696,-4.213950,-1.419985,69.376564,-0.674413,-0.185411,0.203962,3.788241,0.066177,-0.847166
162,2139847363,-4.128963,-1.419449,69.381386,-0.754403,-0.135195,0.234468,3.635973,0.031382,-0.284852
163,2139864030,-4.050395,-1.420338,69.396469,-0.777253,-0.120082,0.236143,3.265280,-0.097239,0.321984
164,2139880697,-3.982592,-1.423168,69.423294,-0.730986,-0.150937,0.219766,2.635745,-0.261634,1.013629
165,2139897364,-3.931856,-1.426261,69.463966,-0.701434,-0.171422,0.255996,1.631407,-0.333068,1.840791
166,2139914031,-3.902264,-1.430246,69.519493,-0.728263,-0.119843,0.253060,0.384261,-0.445904,2.730269
167,2139930698,-3.897638,-1.434291,69.593231,-0.754947,-0.086916,0.243393,-1.087093,-0.522922,3.821383
168,2139947365,-3.924735,-1.439816,69.683960,-0.795186,-0.099861,0.257400,-2.965490,-0.682156,4.835121
169,2139964032,-3.987519,-1.447607,69.783432,-0.734890,-0.093868,0.246936,-5.093701,-0.858141,5.343676
170,2139980699,-4.086370,-1.456649,69.892258,-0.655947,-0.111688,0.280579,-7.243580,-0.981031,5.900431
171,2139997366,-4.219370,-1.468272,70.007660,-0.590348,-0.092871,0.309367,-9.282520,-1.176814,6.275786
172,2140014033,-4.384541,-1.480689,70.130028,-0.484288,-0.106508,0.284886,-11.201004,-1.273541,6.683517
173,2140030700,-4.575756,-1.494756,70.259605,-0.409379,-0.145336,0.285369,-12.751305,-1.428549,7.101337
174,2140047367,-4.784245,-1.509654,70.397423,-0.315505,-0.142260,0.290133,-13.773533,-1.545702,7.588453
175,2140064034,-5.005751,-1.526246,70.541809,-0.245973,-0.131286,0.274803,-14.541921,-1.711481,7.966551
176,2140080701,-5.232913,-1.544127,70.690849,-0.184142,-0.102090,0.304109,-14.871455,-1.847113,8.234280
177,2140097368,-5.459968,-1.562073,70.840797,-0.070465,-0.147385,0.285505,-14.861284,-1.890975,8.281472
178,2140114035,-5.682541,-1.582662,70.991837,-0.028913,-0.147643,0.256701,-14.587636,-2.090127,8.318020
179,2140130702,-5.894305,-1.601560,71.143295,-0.005764,-0.052085,0.270585,-13.935192,-2.025275,8.343698
180,2140147369,-6.092842,-1.621647,71.296089,-0.000030,0.013560,0.213507,-13.136114,-2.136806,8.412250
181,2140164036,-6.273837,-1.643235,71.449928,0.010519,0.034159,0.210485,-12.078460,-2.262423,8.455457
182,2140180703,-6.437574,-1.664421,71.602928,0.024820,-0.010662,0.189751,-11.041065,-2.259848,8.399901
183,2140197370,-6.584318,-1.684353,71.753494,0.007405,0.025911,0.170494,-10.022614,-2.193089,8.260837
184,2140214037,-6.711855,-1.703508,71.902092,0.005525,0.083861,0.180964,-8.870296,-2.153913,8.140468
185,2140230704,-6.822851,-1.720596,72.047668,0.029237,0.059407,0.171391,-7.880287,-2.027720,7.974933
186,2140247371,-6.918533,-1.736527,72.192162,0.013544,-0.096721,0.168497,-6.961215,-1.965801,7.908827
187,2140264038,-6.999540,-1.750183,72.334656,-0.059742,-0.150797,0.168892,-6.081904,-1.829183,7.803828
188,2140280705,-7.055282,-1.773098,72.417030,4.743280,-1.710918,1.955170,-4.674075,-1.950446,4.163479
189,2140297372,-7.047019,-1.807875,72.424507,-0.205545,1.391056,-0.754772,-0.965957,-2.109513,-0.391080
190,2140314039,-7.033326,-1.853669,72.443291,-0.757830,-0.165450,-0.172894,-0.618188,-2.846621,0.200477
191,2140330706,-7.036900,-1.880886,72.468147,0.218434,-0.405648,0.636551,-1.642760,-1.784834,0.701026
192,2140347373,-7.031795,-1.894362,72.493935,-0.012005,0.306355,-0.549145,-1.119211,-0.974871,0.860106
193,2140364040,-7.008682,-1.914015,72.508835,-0.095393,0.117347,0.211231,-0.060113,-1.261746,0.165349
194,2140380707,-6.998178,-1.925356,72.530235,-0.075382,-0.283987,0.234092,-0.803330,-0.813523,0.612188
195,2140397374,-7.002419,-1.919482,72.550201,-0.663364,-0.196777,-0.645968,-1.691130,0.221659,0.652029
196,2140414041,-6.998172,-1.913557,72.556053,1.151113,-0.450336,0.456760,-1.210879,0.327490,-0.186396
197,2140430708,-6.986214,-1.902307,72.546799,-0.224702,0.439580,0.030958,-0.777051,0.754237,-1.046573
198,2140447375,-6.973823,-1.884799,72.536461,-0.122780,-0.122856,-0.129595,-0.753679,1.136019,-1.066718
199,2140464042,-6.960807,-1.862471,72.521156,0.285466,-0.106538,0.049468,-0.725429,1.458547,-1.327404
200,2140480709,-6.944707,-1.832609,72.506828,-0.024089,0.024704,0.025660,-0.537816,1.899854,-1.215976
201,2140497376,-6.922856,-1.796137,72.488213,0.056348,-0.214797,0.067678,-0.200496,2.324141,-1.422363
202,2140514043,-6.894170,-1.760794,72.467545,-0.021469,0.020152,0.142202,0.206778,2.271033,-1.552565
203,2140530710,-6.857345,-1.713036,72.447350,-0.064168,-0.060307,0.055088,0.696813,3.006835,-1.439600
204,2140547377,-6.812402,-1.664724,72.424217,0.036468,-0.062021,0.084794,1.179305,3.060148,-1.610885
205,2140564044,-6.766943,-1.615540,72.403801,-0.119427,-0.099879,0.223794,1.216545,3.091946,-1.446849
206,2140580711,-6.724290,-1.561344,72.382698,-0.167359,-0.177585,0.138251,1.047707,3.394150,-1.451113
207,2140597378,-6.686784,-1.507236,72.363976,-0.242516,-0.230517,0.220657,0.743850,3.371791,-1.314623
208,2140614045,-6.657677,-1.454597,72.347137,-0.280816,-0.164040,0.271100,0.243737,3.270402,-1.214618
209,2140630712,-6.637348,-1.401034,72.329704,-0.091732,-0.249524,0.341672,-0.283584,3.329171,-1.247275
210,2140647379,-6.624042,-1.353689,72.309410,-0.148842,-0.063485,0.375270,-0.708102,2.977943,-1.459680
211,2140664046,-6.619938,-1.309223,72.289757,-0.232923,-0.073184,0.316796,-1.258877,2.801677,-1.441816
212,2140680713,-6.627676,-1.268976,72.272202,-0.212389,-0.188677,0.426354,-1.965506,2.535497,-1.343937
213,2140697380,-6.642282,-1.235534,72.254875,-0.173246,-0.084463,0.413224,-2.377179,2.128550,-1.378066
214,2140714047,-6.660020,-1.203495,72.235077,-0.169335,-0.065823,0.415141,-2.567776,2.061816,-1.531089
215,2140730714,-6.678961,-1.178503,72.216530,-0.153502,-0.090358,0.496685,-2.638159,1.634173,-1.509958
216,2140747381,-6.698425,-1.160853,72.197334,-0.093763,-0.026482,0.438014,-2.670239,1.200999,-1.599167
217,2140764048,-6.713679,-1.149163,72.176514,-0.071349,-0.001457,0.462883,-2.419171,0.857840,-1.738385
218,2140780715,-6.720504,-1.144833,72.153809,-0.042500,0.004742,0.522702,-1.915471,0.432234,-1.897517
219,2140797382,-6.719686,-1.147739,72.128113,0.008821,0.062230,0.473003,-1.460718,0.022686,-2.130016
220,2140814049,-6.707509,-1.157559,72.099541,0.012686,0.075250,0.533824,-0.782442,-0.369707,-2.348262
221,2140830716,-6.682383,-1.174951,72.067284,0.064773,0.120814,0.502755,-0.010680,-0.795313,-2.622369
222,2140847383,-6.646500,-1.198780,72.028687,0.106557,0.143344,0.469062,0.626442,-1.135936,-3.041188
223,2140864050,-6.597211,-1.227137,71.983238,0.115125,0.179188,0.458044,1.421102,-1.359932,-3.479217
224,2140880717,-6.537055,-1.261402,71.928596,0.126176,0.269933,0.451591,2.059959,-1.651340,-4.068385
