sep=,
DeviceTag:,Xsens DOT 1
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_808 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
200,2140464042,-122.783646,-44.446495,155.344391,1.291026,-0.184371,-0.936376,-8.048077,53.285908,35.676880
201,2140480709,-121.919823,-44.410854,153.860916,1.131600,0.373994,-1.269821,-10.580336,52.421810,34.789055
202,2140497376,-121.313461,-44.375919,152.429016,0.995634,0.474445,-1.589074,-23.824329,51.057674,32.934067
203,2140514043,-121.060226,-44.343571,151.057724,1.001512,0.578496,-1.824254,-42.431900,49.202633,31.088388
204,2140530710,-121.088463,-44.326382,149.752182,1.057720,0.540656,-1.724248,-56.530762,47.344749,28.763655
205,2140547377,-121.229698,-44.326748,148.508392,1.654480,0.315105,-0.837795,-60.715923,45.590984,26.566208
206,2140564044,-121.414413,-44.347630,147.331345,1.315340,0.449301,-0.815474,-60.532150,43.705952,24.145826
207,2140580711,-121.752632,-44.390930,146.229660,1.003501,0.379477,-0.949130,-66.604164,41.522167,21.489908
208,2140597378,-122.389343,-44.455986,145.208832,0.576764,-0.028059,-1.469800,-81.160431,39.056019,18.871393
209,2140614045,-123.369225,-44.532799,144.270981,0.566231,-0.471289,-1.382836,-98.314163,36.127239,16.869850
210,2140630712,-124.608017,-44.622929,143.409332,0.339562,-0.311879,-1.173135,-110.700287,33.474812,15.048368
211,2140647379,-126.019821,-44.732262,142.618729,0.083469,-0.455150,-0.496631,-118.146469,31.232040,13.086961
212,2140664046,-127.562584,-44.864147,141.887680,-0.007309,-0.563584,-0.163074,-123.558395,29.581881,11.240924
213,2140680713,-129.226959,-45.023884,141.213028,-0.163580,-0.843775,-0.272757,-128.546295,28.322090,9.217276
214,2140697380,-131.031326,-45.224995,140.594360,-0.441853,-0.621585,-0.730702,-134.656464,27.714191,6.581129
215,2140714047,-132.940109,-45.468987,140.031693,-0.049287,-0.390421,-0.840092,-138.638519,27.339073,3.913243
216,2140730714,-134.878464,-45.745419,139.527405,-0.278743,-0.231483,-0.387577,-138.017517,26.661316,1.651001
217,2140747381,-136.789505,-46.041924,139.084854,-0.293692,0.377877,0.027433,-133.827896,25.543531,-0.221718
218,2140764048,-138.664368,-46.362144,138.718430,-0.140966,0.336982,0.148673,-128.456238,24.353693,-2.748459
219,2140780715,-140.550751,-46.713268,138.440689,0.369154,0.368317,-0.146019,-125.374710,23.376339,-6.005318
220,2140797382,-142.547363,-47.100956,138.272430,0.483312,0.745411,-0.511301,-127.263184,22.408768,-10.146700
221,2140814049,-144.689926,-47.511772,138.227509,0.535358,0.440805,-0.135591,-130.618088,20.831993,-14.229849
222,2140830716,-146.956299,-47.926647,138.306244,0.379766,0.356730,0.363445,-132.577347,18.715229,-17.692682
223,2140847383,-149.240845,-48.346161,138.490860,-0.100125,0.266319,0.463098,-128.910202,17.369284,-20.658224
224,2140864050,-151.498718,-48.782719,138.779831,-0.592848,0.358419,0.560064,-122.560791,17.001108,-24.004171
225,2140880717,-153.775146,-49.246395,139.184158,-0.742211,0.455014,0.862478,-118.358833,17.295914,-27.998796
226,2140897384,-156.077850,-49.728470,139.706741,-0.776724,0.632913,0.949510,-114.411308,17.461678,-31.786055
227,2140914051,-158.385773,-50.214008,140.343674,-0.881290,0.489378,1.170740,-109.299889,17.240488,-35.018421
