sep=,
DeviceTag:,Dot6_blanc
FirmwareVersion:,2.4.0
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,General
Measurement Mode:,Custom modes - custom mode1
StartTime: ,2023-12-12_15:44:41_803 CET
© Movella Technologies B. V. 2005-2023

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
92,2138664006,-173.564026,-38.805000,146.973526,0.577253,-0.303440,-0.102818,-9.092766,0.210415,-1.583173
93,2138680673,-173.710175,-38.830925,146.980331,0.659916,0.233322,-0.274931,-8.121354,0.099806,-1.298872
94,2138697340,-173.814804,-38.853321,146.966675,0.509736,0.487871,-0.202097,-6.399053,-0.002792,-0.322374
95,2138714007,-173.864639,-38.876961,146.942383,0.437177,0.236523,-0.031358,-3.509344,0.125117,0.172177
96,2138730674,-173.859497,-38.909920,146.926712,0.414670,-0.001837,0.092224,0.113227,0.639094,-0.286273
97,2138747341,-173.810242,-38.956440,146.910187,0.445571,0.141315,0.212363,2.730461,1.455192,-0.335129
98,2138764008,-173.733414,-39.011967,146.879745,0.558806,0.494468,0.072408,3.861889,2.064032,0.246964
99,2138780675,-173.623398,-39.071980,146.824661,0.496061,0.683162,0.082615,4.922845,2.460965,1.356801
100,2138797342,-173.464050,-39.138309,146.741287,0.367948,0.507912,0.157141,6.809848,2.992019,2.617215
101,2138814009,-173.277405,-39.216084,146.652161,0.301329,0.291705,0.344112,8.229165,3.714899,2.786695
102,2138830676,-173.102966,-39.309692,146.556061,0.373997,0.289158,0.478470,7.226630,4.706891,2.976856
103,2138847343,-172.961807,-39.417358,146.437393,0.387698,0.460899,0.300414,4.360609,5.684157,3.896839
104,2138864010,-172.847000,-39.530121,146.293747,0.269286,0.636891,0.080354,1.826692,6.138014,4.976273
105,2138880677,-172.717987,-39.640728,146.122223,0.020077,0.484500,0.061443,1.599187,6.183067,6.250531
106,2138897344,-172.545700,-39.750729,145.933075,0.029877,0.120510,0.329644,3.504235,6.268294,7.033423
107,2138914011,-172.349304,-39.868561,145.738770,0.085655,-0.229368,0.449542,4.737423,6.787785,7.169184
108,2138930678,-172.165268,-39.998493,145.540054,0.108153,-0.325897,0.455962,3.804096,7.559227,7.228836
109,2138947345,-172.021057,-40.136772,145.339722,0.125685,0.001255,0.136745,1.334659,8.088321,7.187598
110,2138964012,-171.898041,-40.272827,145.121262,-0.040798,0.397714,-0.030226,-0.661730,8.088704,7.987688
111,2138980679,-171.754883,-40.400055,144.883286,-0.166810,0.374670,0.068458,-0.234318,7.707499,8.908364
112,2138997346,-171.565659,-40.522675,144.640152,-0.237400,0.037032,0.227312,2.303921,7.492556,9.136265
113,2139014013,-171.344452,-40.650581,144.400955,-0.159450,-0.115589,0.327569,4.353924,7.811218,8.860366
114,2139030680,-171.128738,-40.783947,144.167953,-0.141006,0.043956,0.295280,4.242867,8.124564,8.473742
115,2139047347,-170.927261,-40.914478,143.929703,-0.024347,0.347816,0.086954,3.156977,8.025596,8.681689
116,2139064014,-170.724548,-41.036144,143.673615,-0.194714,0.412687,0.150712,2.505519,7.656044,9.510777
117,2139080681,-170.516373,-41.148396,143.411850,-0.247572,0.127073,0.288869,2.586148,7.173845,9.806987
118,2139097348,-170.326126,-41.258884,143.160919,-0.174098,-0.171416,0.370246,1.918808,7.019899,9.289582
119,2139114015,-170.167496,-41.370884,142.923615,-0.051143,-0.219721,0.243146,0.536260,7.032142,8.623229
120,2139130682,-170.030426,-41.475681,142.692093,-0.070654,-0.128515,0.003208,-0.547574,6.583549,8.401719
121,2139147349,-169.871796,-41.560513,142.465775,-0.154480,0.037641,-0.126017,0.935562,5.384758,8.345638
122,2139164016,-169.667740,-41.626816,142.248993,-0.221741,-0.069007,-0.078839,4.026324,4.241842,8.088935
123,2139180683,-169.405685,-41.678699,142.052567,-0.247862,-0.276440,0.093697,8.307964,3.258123,7.314690
124,2139197350,-169.085434,-41.717056,141.886963,-0.124832,-0.358097,0.078827,13.021358,2.244077,6.079505
125,2139214017,-168.694305,-41.739555,141.750351,-0.034177,-0.112023,0.011863,18.425383,1.101943,4.961116
126,2139230684,-168.197403,-41.740925,141.642685,-0.152315,0.302635,-0.142007,25.928802,-0.356120,3.924496
127,2139247351,-167.541779,-41.706337,141.555817,-0.317927,0.372289,-0.096008,36.280746,-2.614118,3.459271
128,2139264018,-166.689697,-41.635242,141.512909,-0.186057,0.066799,0.090700,49.826473,-5.134636,2.048054
129,2139280685,-165.613251,-41.535946,141.520584,-0.014020,-0.360177,0.357626,65.306366,-7.273324,0.315611
130,2139297352,-164.304245,-41.418049,141.595886,-0.107719,-0.550017,0.458901,81.945534,-9.115881,-2.210429
131,2139314019,-162.743362,-41.274231,141.750687,-0.386245,-0.675773,0.320964,100.197517,-11.657732,-5.017093
132,2139330686,-160.890991,-41.105473,141.985947,-0.713162,-1.117519,0.348961,120.846046,-14.342788,-7.711786
133,2139347353,-158.733551,-40.911407,142.322205,-0.698972,-1.721355,0.468848,143.088638,-17.591652,-11.055333
134,2139364020,-156.294113,-40.719322,142.773438,-1.128172,-1.981727,0.864524,164.458832,-19.897091,-15.312957
135,2139380687,-153.621826,-40.542919,143.351379,-1.586465,-2.180879,0.833262,183.306168,-22.146513,-20.158802
136,2139397354,-150.766708,-40.369637,144.068985,-1.828780,-2.580832,0.596385,199.623001,-25.905544,-24.932007
137,2139414021,-147.797546,-40.200432,144.943207,-1.005668,-2.805565,0.801562,212.429352,-30.601061,-30.022589
138,2139430688,-144.846710,-40.070240,145.976730,-0.139121,-2.165757,0.578340,217.379440,-34.233528,-35.939903
139,2139447355,-142.105942,-39.984699,147.149033,0.050308,-1.106743,-0.318320,210.033813,-37.627193,-41.049770
140,2139464022,-139.695709,-39.902103,148.441711,-0.500580,-0.568726,-1.501072,194.757431,-42.800369,-43.840408
141,2139480689,-137.730072,-39.800331,149.855591,-0.121248,-1.065122,-1.458217,172.646805,-49.020206,-45.721386
142,2139497356,-136.288147,-39.698814,151.417480,0.712798,-1.291577,-0.649514,146.782730,-55.045498,-49.361141
143,2139514023,-135.320419,-39.636978,153.060242,0.707325,-1.289825,-0.108777,121.325745,-57.010971,-52.620480
144,2139530690,-134.718536,-39.579067,154.798386,0.215467,-1.239598,-0.837218,102.944931,-60.712391,-55.189140
145,2139547357,-134.296661,-39.488480,156.604691,0.095670,-1.730394,-0.781190,94.640472,-64.885361,-55.529045
146,2139564024,-134.017242,-39.379883,158.469131,1.221815,-1.334895,-0.835783,88.158485,-67.992844,-56.328590
147,2139580691,-133.909332,-39.290142,160.395081,1.544455,-1.040766,-0.746426,80.057747,-69.537910,-58.986340
148,2139597358,-133.971024,-39.193295,162.358383,1.633044,-0.621106,-1.070483,71.154602,-71.189812,-59.943573
149,2139614025,-134.190659,-39.061222,164.368347,1.487615,-0.465582,-1.095989,63.262970,-74.175201,-60.212299
150,2139630692,-134.536346,-38.928322,166.415970,1.791657,-0.004633,-1.086012,56.906715,-75.294640,-61.884819
151,2139647359,-135.004456,-38.789528,168.465302,2.589178,0.435698,-1.087520,49.400414,-75.286415,-62.342690
152,2139664026,-135.562729,-38.632175,170.486694,2.353382,0.847513,-1.680263,42.701622,-74.738029,-61.433094
153,2139680693,-136.076477,-38.471169,172.470291,2.488117,0.623557,-1.677864,43.699253,-73.222488,-60.842091
154,2139697360,-136.453247,-38.293098,174.405197,2.642149,0.430964,-1.264033,49.834538,-72.053467,-59.196499
155,2139714027,-136.705551,-38.120697,176.263657,2.387130,0.506916,-0.945325,54.186821,-69.149269,-57.362156
156,2139730694,-136.947144,-37.969082,178.032700,2.634703,-0.332803,-0.479365,51.277527,-65.227722,-55.570175
157,2139747361,-137.229889,-37.853912,179.677185,1.831445,-0.673834,-0.398847,44.019890,-59.457199,-53.151745
158,2139764028,-137.596725,-37.812248,-178.766342,1.231958,-0.586201,0.359041,35.625698,-53.140606,-53.458763
159,2139780695,-138.032761,-37.802547,-177.348495,0.147437,0.460506,0.521954,26.341339,-46.953598,-50.261383
160,2139797362,-138.505234,-37.818554,-176.053940,-0.813849,1.305685,1.086441,19.623491,-41.515240,-47.280327
161,2139814029,-138.904434,-37.843788,-174.873856,-1.026259,1.903576,1.718246,19.834211,-37.156963,-43.855156
162,2139830696,-139.084366,-37.901386,-173.821945,-1.075398,2.854317,1.452360,28.318230,-31.470760,-40.691948
163,2139847363,-138.969925,-38.004700,-172.884003,-1.450755,3.570498,1.461692,41.854172,-25.803238,-38.383751
164,2139864030,-138.529221,-38.133846,-172.084671,-2.138508,3.746478,1.667435,56.407639,-20.455582,-34.294281
165,2139880697,-137.774185,-38.256557,-171.456833,-2.410223,3.559291,1.981865,69.002739,-15.651906,-27.744484
166,2139897364,-136.791367,-38.393559,-170.987732,-2.269415,3.146782,2.264922,76.844788,-10.322656,-22.559402
167,2139914031,-135.628326,-38.598492,-170.681778,-1.922345,2.725707,2.134949,81.646072,-2.448916,-19.622772
